district_label_post,report_year,title,fund_source,award_date,start_date,completion_date,,,district_label_post_agg,award_date_txt,start_date_txt,completion_date_txt
Accra Metropolitan Assembly,2012,CONSTRUCTION OF 0.6 U DRAIN ON 1ST AVENUE LHS DARKUMAN,igf,6/22/2012,,,,,Accra Metropolitan Assembly,2012-06-22,,
Accra Metropolitan Assembly,2012,CONSTRUCTION OF 0.6M U DRAIN ALONG MAMPONG OKAI STREET LHS,igf,6/22/2012,,,,,Accra Metropolitan Assembly,2012-06-22,,
Accra Metropolitan Assembly,2012,CONSTRUCTION OF 0.6M U DRAIN ALONG MAMPONG OKAI STREET DANSOMAN,igf,6/22/2012,,,,,Accra Metropolitan Assembly,2012-06-22,,
Accra Metropolitan Assembly,2012,CONSTRUCTION OF 0.6M U DRAINS ALONG KOO LOOP LHS ABLEKUMA NORTH,igf,4/25/2012,,,,,Accra Metropolitan Assembly,2012-04-25,,
Accra Metropolitan Assembly,2012,CONSTRUCTION OF 0.6 M DRAINS ALONG NAA ATOBIA AND AMONAA STREET LHS CH 0+000-0+180 ABLEKUMA NORTH,igf,4/25/2012,,,,,Accra Metropolitan Assembly,2012-04-25,,
Accra Metropolitan Assembly,2012,MINOR DRAINAGE REPAIR WORKS IN OSU LA SUB METRO,igf,8/13/2012,,,,,Accra Metropolitan Assembly,2012-08-13,,
Accra Metropolitan Assembly,2012,CONSTRUCTION OF 0.6M U DRAIN AND ALONG 2ND DAMBA LINK 3 DANSOMAN,igf,7/27/2012,,,,,Accra Metropolitan Assembly,2012-07-27,,
Accra Metropolitan Assembly,2012,CONSTRUCTION OF 0.6M U DRAIN ALONG 1ST EXHIBITION ROAD,igf,4/25/2012,,,,,Accra Metropolitan Assembly,2012-04-25,,
Accra Metropolitan Assembly,2012,CONSTRUCTION OF 0.45M U DRAIN ALONG KOFI PORTOPHY AVENUE 5TH STREET LHS CH 0+000-0+260,igf,4/3/2012,,,,,Accra Metropolitan Assembly,2012-04-03,,
Accra Metropolitan Assembly,2012,CONSTRUCTION OF 0.6 U DRAIN ALONG ONUFU GBOTWSI CLOSE SUKURA,igf,8/6/2012,,,,,Accra Metropolitan Assembly,2012-08-06,,
Accra Metropolitan Assembly,2012,CONSTRUCTION OF 0.45M U DRAIN ALONG KOFI PORTOPHY AVENUE 5TH STREET RHS CH 0+000-0+260,igf,5/3/2012,,,,,Accra Metropolitan Assembly,2012-05-03,,
Accra Metropolitan Assembly,2012,CONSTRUCTION OF 0.6M U DRAIN ALONG BAKANA HOSTEL LINK LHS AND RHS CH 0+000-0+115,igf,5/3/2012,,,,,Accra Metropolitan Assembly,2012-05-03,,
Accra Metropolitan Assembly,2012,CONSTRUCTION OF 0.9U DRAIN ALONG ACCESS ROAD SIX TO SIX JUNCTION LHS CH 0+600-0+740,igf,7/10/2012,,,,,Accra Metropolitan Assembly,2012-07-10,,
Accra Metropolitan Assembly,2012,CONSTRUCTION OF 0.6M U DRAIN ALONG AMU WRIST BERG ROAD 0+300-0+600,igf,,,,,,Accra Metropolitan Assembly,,,
Accra Metropolitan Assembly,2012,CONSTRUCTION OF 0.6M U DRAIN ALONG REV SOWAH STREET RHS CHAINAGE 0+000-0+250,igf,5/14/2011,,,,,Accra Metropolitan Assembly,2011-05-14,,
Accra Metropolitan Assembly,2012,CONSTRUCTION OF 0.6M U DRAIN ALONG 2ND DAMBA LINK DANSOMAN,igf,,,,,,Accra Metropolitan Assembly,,,
Accra Metropolitan Assembly,2012,CONSTRUCTION OF 0.6M U DRAIN ALONG EMIT ROADS RHS,igf,4/14/2011,,,,,Accra Metropolitan Assembly,2011-04-14,,
Accra Metropolitan Assembly,2012,CONSTRUCTION OF 0.6M U DRAINS ALONG 1ST EXHIBITION ROAD RHS 0+000-0+200,igf,4/25/2012,,,,,Accra Metropolitan Assembly,2012-04-25,,
Accra Metropolitan Assembly,2012,CONSTRUCTION OF 0.9M U DRAIN WESTERN LINK LHS 0+140-0+280,igf,4/14/2012,,,,,Accra Metropolitan Assembly,2012-04-14,,
Accra Metropolitan Assembly,2012,MINOR DRAINAGE REPAIR WORKS,igf,11/23/2012,,,,,Accra Metropolitan Assembly,2012-11-23,,
Accra Metropolitan Assembly,2012,CONSTRUCTION OF 2.5M X 1.7M STORM DRAIN ON DADEBAN ROAD CH 0+075-0+100,igf,,,,,,Accra Metropolitan Assembly,,,
Accra Metropolitan Assembly,2012,MINOR DRAINAGE REPAIR WORKS IN TUNGA BRANCH ROAD RHS MAMPROBI POLYCLINIC GUGGISBERG LATERBIOKORSHIE AND 26TH STREET,igf,4/5/2012,,,,,Accra Metropolitan Assembly,2012-04-05,,
Accra Metropolitan Assembly,2012,CONSTRUCTION OF 0.6M U DRAIN ALONG LIME STREET EAST LEGON RHS CH 0+000-0+200,igf,6/14/2012,,,,,Accra Metropolitan Assembly,2012-06-14,,
Accra Metropolitan Assembly,2012,CONSTRUCTION OF 0.6M U DRAIN ALONG LIME STREET EAST LEGON RHS CH 0+000-0+200,igf,6/14/2012,,,,,Accra Metropolitan Assembly,2012-06-14,,
Accra Metropolitan Assembly,2012,CONSTRUCTION OF 0.6M U DRAIN ALONG HIGH TENSION STREET EAST LEGON RHS CH 0+000-0+150,igf,6/14/2012,,,,,Accra Metropolitan Assembly,2012-06-14,,
Accra Metropolitan Assembly,2012,CONSTRUCTION OF 0.6M U DRAIN ALONG HIGH TENSION STREET EAST LEGON LHS CH 0+000-0+150,igf,6/14/2012,,,,,Accra Metropolitan Assembly,2012-06-14,,
Accra Metropolitan Assembly,2012,CONSTRUCTION OF 0 6M U DRAIN ALONG ORENGE LINK EAST LEGON RHS & LHS CH 0+000-0+100,igf,6/14/2012,,,,,Accra Metropolitan Assembly,2012-06-14,,
Accra Metropolitan Assembly,2012,CONSTRUCTION OF 0.6M U DRAIN ALONG ODUEMI STREET RHS CH0+102-0+370,igf,1/16/2012,,,,,Accra Metropolitan Assembly,2012-01-16,,
Accra Metropolitan Assembly,2012,CONSTRUCTION OF 0.6M U DRAIN ALONG GREATER GARDEN ROAD NII KOJO ARNAH STREET,igf,4/14/2012,,,,,Accra Metropolitan Assembly,2012-04-14,,
Accra Metropolitan Assembly,2012,CONSTRUCTION OF 0.6M U DRAIN ALONG SIS TO SIX JUNCTION SIX TO SIX RHS CH 0+400-0+600 OKAI KOI NORTH,igf,5/10/2012,,,,,Accra Metropolitan Assembly,2012-05-10,,
Accra Metropolitan Assembly,2012,CONSTRUCTION OF 0.6M U DRAIN ALONG ARDENPKA STREET CH 0+000-0+225,igf,4/4/2012,,,,,Accra Metropolitan Assembly,2012-04-04,,
Accra Metropolitan Assembly,2012,CONSTRUCTION OF 4 0 X 1 5M STORM DRAIN ON KAY BILLIE KLAER ROAD CH 0+000-0+025,igf,4/2/2012,,,,,Accra Metropolitan Assembly,2012-04-02,,
Accra Metropolitan Assembly,2012,CONSTRUCTION OF 0.9M U DRAIN ALONG NSAKINAA LINK CH 0+150-0+0+300,igf,4/14/2011,,,,,Accra Metropolitan Assembly,2011-04-14,,
Accra Metropolitan Assembly,2012,CONSTRUCTION OF 0.6 M U DRAINS ALONG OTENSHIE LINK ROAD EAST LEGO CH 0+750-0+950,igf,6/10/2012,,,,,Accra Metropolitan Assembly,2012-06-10,,
Accra Metropolitan Assembly,2012,CONSTRUCTION OF 0.45M U DRAINS ALONG ACCESS ROAD TO CLASS ROOM BLOCK AT ACHIMOTA SCHOOL LHS CH 0+750-0+260,igf,5/3/2012,,,,,Accra Metropolitan Assembly,2012-05-03,,
Accra Metropolitan Assembly,2012,CONSTRUCTION OF 0.45M U DRAINS ALONG ACCESS ROAD TO CLASS ROOM BLOCK AT ACHIMOTA SCHOOL LHS CH 0+000-0+260,igf,5/18/2012,,,,,Accra Metropolitan Assembly,2012-05-18,,
Accra Metropolitan Assembly,2012,CONSTRUCTION OF 0.6M U DRAINS ALONG ADJEI TSURU STREET ROAD-EAST LEGO CH 0+000-0+200,igf,9/1/2012,,,,,Accra Metropolitan Assembly,2012-09-01,,
Accra Metropolitan Assembly,2012,CONSTRUCTION OF SPEED HUMPS ON SELECTED ROADS IN ACCRA METROPOLIS,igf,8/6/2012,,,,,Accra Metropolitan Assembly,2012-08-06,,
Accra Metropolitan Assembly,2012,CONSTRUCTION OF 0.6UM U DRAIN ALONG 1ST EXHIBITION ROAD RHS DANSOMAN,igf,6/20/2012,,,,,Accra Metropolitan Assembly,2012-06-20,,
Accra Metropolitan Assembly,2012,GRAVELLING WORKS ON PALM STREET KOTOBABI 0+450-0+905,igf,1/6/2012,,,,,Accra Metropolitan Assembly,2012-01-06,,
Accra Metropolitan Assembly,2012,GRAVELLING WORKS ON KUM HOTEL ROAD CH 0+000-0+0+500,igf,9/17/2011,,,,,Accra Metropolitan Assembly,2011-09-17,,
Accra Metropolitan Assembly,2012,MAINTENANCE OF ELECTORAL AREA STREETLIGHTS IN THE ABLEKUMA SOUTH SUB METRO,ddf,10/24/2012,,,,,Accra Metropolitan Assembly,2012-10-24,,
Accra Metropolitan Assembly,2012,MAINTENANCE OF ELECTORAL AREA STREETLIGHTS IN THE ABLEKUMA CENTRAL SUB METRO,ddf,10/24/2012,,,,,Accra Metropolitan Assembly,2012-10-24,,
Accra Metropolitan Assembly,2012,MAINTENANCE OF ELECTORAL AREA STRETLIGHTS IN THE ABLEKUMA NORTH SUB METRO,ddf,10/24/2012,,,,,Accra Metropolitan Assembly,2012-10-24,,
Accra Metropolitan Assembly,2012,MAINTENANCE OF ELECTORAL AREA STREETLIGHTS IN THE AYAWASO EAST SUB METRO,ddf,10/24/2012,,,,,Accra Metropolitan Assembly,2012-10-24,,
Accra Metropolitan Assembly,2012,MAINTENANCE OF ELECTORAL AREA STREETLIGHTS IN THE AYAWASO CENTRAL SUB METRO,ddf,10/24/2012,,,,,Accra Metropolitan Assembly,2012-10-24,,
Accra Metropolitan Assembly,2012,MAINTENANCE OF ELECTORAL AREA STREETLIGHTS IN THE AYAWASO WEST SUB METRO,ddf,10/24/2012,,,,,Accra Metropolitan Assembly,2012-10-24,,
Accra Metropolitan Assembly,2012,MAINTENANCE OF ELECTORAL AREA STRETLIGHTS IN THE OKAIKOI SOUTH SUB METRO,ddf,10/24/2012,,,,,Accra Metropolitan Assembly,2012-10-24,,
Accra Metropolitan Assembly,2012,MAINTENANCE OF ELECTORAL AREA STREETLIGHTS IN THE OKAIKOI NORTH SUB METRO,ddf,10/24/2012,,,,,Accra Metropolitan Assembly,2012-10-24,,
Accra Metropolitan Assembly,2012,MAINTENANCE OF ELECTORAL AREA STREETLIGHTS IN THE OSU KLOTTEY SUB METRO,ddf,10/24/2012,,,,,Accra Metropolitan Assembly,2012-10-24,,
Accra Metropolitan Assembly,2012,INSTALLATION OF 21 NO STREETLIGHT WITHIN GBEBU ELECTORAL AREA,dacf,10/24/2012,,,,,Accra Metropolitan Assembly,2012-10-24,,
Accra Metropolitan Assembly,2012,INSTALLATION OF 21NO STREETLIGHTS WITHIN MANSRALOR ELECTORAL AREA,dacf,10/24/2012,,,,,Accra Metropolitan Assembly,2012-10-24,,
Accra Metropolitan Assembly,2012,INSTALLATION OF 21NO STREETLIGHTS WITHIN MAMPONG OKAI ELECTORAL AREA,dacf,10/24/2012,,,,,Accra Metropolitan Assembly,2012-10-24,,
Accra Metropolitan Assembly,2012,INSTALLATION OF 21NO STREETLIGHTS WITHIN KORLE BU ELECTORAL AREA,dacf,10/24/2012,,,,,Accra Metropolitan Assembly,2012-10-24,,
Accra Metropolitan Assembly,2012,INSTALLATION OF 21NO STREETLIGHTS WITHIN KORLE GONNO ELECTORAL AREA,dacf,10/24/2012,,,,,Accra Metropolitan Assembly,2012-10-24,,
Accra Metropolitan Assembly,2012,INSTALLATION OF 21NO STREETLIGHTS WITHIN OPETEKWEI ELECTORAL AREA,dacf,10/24/2012,,,,,Accra Metropolitan Assembly,2012-10-24,,
Accra Metropolitan Assembly,2012,INSTALLATION OF 21NO STREETLIGHTS WITHIN NEW MAMPROBI ELECTORAL AREA,dacf,10/24/2012,,,,,Accra Metropolitan Assembly,2012-10-24,,
Accra Metropolitan Assembly,2012,INSTALLATION OF 21NO STREETLIGHTS CHORKOR ELECTORAL AREA,dacf,10/24/2012,,,,,Accra Metropolitan Assembly,2012-10-24,,
Accra Metropolitan Assembly,2012,INSTALLATION OF 21NO STREETLIGHTS SHAIBU ELECTORAL AREA,dacf,10/24/2012,,,,,Accra Metropolitan Assembly,2012-10-24,,
Accra Metropolitan Assembly,2012,INSTALLATION OF 21 NO STREETLIGHTS WITHMAMPROBI ELECTORAL AREA,dacf,10/24/2012,,,,,Accra Metropolitan Assembly,2012-10-24,,
Accra Metropolitan Assembly,2012,INSTALLATION OF 21NO STREETLIGHTS WITHIN ABBOSEY OKAIN ELECTORAL AREA,dacf,10/24/2012,,,,,Accra Metropolitan Assembly,2012-10-24,,
Accra Metropolitan Assembly,2012,INSTALLATION OF 21NO STREETLIGHTS WITHIN MATAHEKO ELECTORAL AREA,dacf,10/24/2012,,,,,Accra Metropolitan Assembly,2012-10-24,,
Accra Metropolitan Assembly,2012,INSTALLATION OF 21NO STREETLIGHTS WITHIN MANBROUK ELECTORAL AREA,dacf,10/24/2012,,,,,Accra Metropolitan Assembly,2012-10-24,,
Accra Metropolitan Assembly,2012,INSTALLATION OF 21NO STREETLIGHTS WITHIN ADWENBU ELECTORAL AREA,dacf,10/24/2012,,,,,Accra Metropolitan Assembly,2012-10-24,,
Accra Metropolitan Assembly,2012,INSTALLATION OF 21NO STREETLIGHTS WITHIN GBORTSUI ELECTORAL AREA,dacf,10/24/2012,,,,,Accra Metropolitan Assembly,2012-10-24,,
Accra Metropolitan Assembly,2012,INSTALLATION OF 21NO STREETLIGHTS WITHIN LATERBIOKORSHIE ELECTORAL AREA,dacf,10/24/2012,,,,,Accra Metropolitan Assembly,2012-10-24,,
Accra Metropolitan Assembly,2012,INSTALLATION OF 21NO STREETLIGHTS WITHIN NMEMMEETE ELECTORAL AREA,dacf,10/24/2012,,,,,Accra Metropolitan Assembly,2012-10-24,,
Accra Metropolitan Assembly,2012,INSTALLATION OF 21NO STREETLIGHTS WITHIN DARKUMAN WEST ELECTORAL AREA,dacf,10/24/2012,,,,,Accra Metropolitan Assembly,2012-10-24,,
Accra Metropolitan Assembly,2012,INSTALLATION OF 21NO STREETLIGHTS WITHIN KWASHIEMAN ELECTORAL AREA,dacf,10/24/2012,,,,,Accra Metropolitan Assembly,2012-10-24,,
Accra Metropolitan Assembly,2012,INSTALLATION OF 21NO STREETLIGHTS WITHIN ODORKOR ELECTORAL AREA,dacf,10/24/2012,,,,,Accra Metropolitan Assembly,2012-10-24,,
Accra Metropolitan Assembly,2012,INSTALLATION OF 21NO STREETLIGHTS WITHIN OTATEN ELECTORAL AREA,dacf,10/24/2012,,,,,Accra Metropolitan Assembly,2012-10-24,,
Accra Metropolitan Assembly,2012,INSTALLATION OF 21 NO STREETLIGHT WITHIN SAKAMAN ELECTORAL AREA,dacf,10/24/2012,,,,,Accra Metropolitan Assembly,2012-10-24,,
Accra Metropolitan Assembly,2012,INSTALLATION OF 21NO STREETLIGHTS WITHIN KANDA ELECTORAL AREA,dacf,10/24/2012,,,,,Accra Metropolitan Assembly,2012-10-24,,
Accra Metropolitan Assembly,2012,INSTALLATION OF 21NO STREETLIGHTS WITHIN NIMA WEST ELECTORAL AREA,dacf,10/24/2012,,,,,Accra Metropolitan Assembly,2012-10-24,,
Accra Metropolitan Assembly,2012,INSTALLATION OF 21NO STREETLIGHTS WITHIN NIMA EAST ELECTORAL AREA,dacf,10/24/2012,,,,,Accra Metropolitan Assembly,2012-10-24,,
Accra Metropolitan Assembly,2012,INSTALLATION OF 21NO STREETLIGHTS WITHIN MAMOBI EAST ELECTORAL AREA,dacf,10/24/2012,,,,,Accra Metropolitan Assembly,2012-10-24,,
Accra Metropolitan Assembly,2012,INSTALLATION OF 21NO STREETLIGHTS WITHIN MAMOBI WEST ELECTORAL AREA,dacf,10/24/2012,,,,,Accra Metropolitan Assembly,2012-10-24,,
Accra Metropolitan Assembly,2012,INSTALLATION OF 21NO STREETLIGHTS WITHIN KWAOTSURU ELECTORAL AREA,dacf,10/24/2012,,,,,Accra Metropolitan Assembly,2012-10-24,,
Accra Metropolitan Assembly,2012,INSTALLATION OF 21 NO STREETLIGHT WITHIN AYEE DIKI ELECTORAL AREA,dacf,10/24/2012,,,,,Accra Metropolitan Assembly,2012-10-24,,
Accra Metropolitan Assembly,2012,INSTALLATION OF 21NO STREETLIGHTS WITHIN KOTOBABI ELECTORAL AREA,dacf,10/24/2012,,,,,Accra Metropolitan Assembly,2012-10-24,,
Accra Metropolitan Assembly,2012,INSTALLATION OF 21 NO STREETLIGHTS WITHIN KOKOMLEMLE EAST ELECTORAL AREA,dacf,10/24/2012,,,,,Accra Metropolitan Assembly,2012-10-24,,
Accra Metropolitan Assembly,2012,INSTALLATION OF 21NO STREETLIGHTS WITHIN KOKOMLEMLE WEST,dacf,10/24/2012,,,,,Accra Metropolitan Assembly,2012-10-24,,
Accra Metropolitan Assembly,2012,INSTALLATION OF 21NO STREETLIGHTS WITHIN ALAJO ELECTORAL AREA,dacf,10/24/2012,,,,,Accra Metropolitan Assembly,2012-10-24,,
Accra Metropolitan Assembly,2012,INSTALLATION OF 21NO STREETLIGHTS WITHIN DZORWULU ELECTORAL AREA,dacf,10/24/2012,,,,,Accra Metropolitan Assembly,2012-10-24,,
Accra Metropolitan Assembly,2012,INSTALLATION OF 21NO STREETLIGHTS WITHIN EAST LEGON ELECTORAL AREA,dacf,10/24/2012,,,,,Accra Metropolitan Assembly,2012-10-24,,
Accra Metropolitan Assembly,2012,INSTALLATION OF 21NO STREETLIGHTS WITHIN ABELENKPE ELECTORAL AREA,dacf,10/24/2012,,,,,Accra Metropolitan Assembly,2012-10-24,,
Accra Metropolitan Assembly,2012,INSTALLATION OF 21NO STREETLIGHTS WITHIN LEGON ELECTORAL AREA,dacf,10/24/2012,,,,,Accra Metropolitan Assembly,2012-10-24,,
Accra Metropolitan Assembly,2012,INSTALLATION OF 21 NO STREETLIGHTS WITHIN AWUDOME ELECTORAL AREA,dacf,10/24/2012,,,,,Accra Metropolitan Assembly,2012-10-24,,
Accra Metropolitan Assembly,2012,INSTALLATION OF 21NO STREETLIGHTS WITHIN KANTSEAN ELECTORAL AREA,dacf,10/24/2012,,,,,Accra Metropolitan Assembly,2012-10-24,,
Accra Metropolitan Assembly,2012,INSTALLATION OF 21NO STREETLIGHTS WITHIN KANESHIE ELECTORAL AREA,dacf,10/24/2012,,,,,Accra Metropolitan Assembly,2012-10-24,,
Accra Metropolitan Assembly,2012,INSTALLATION OF 21NO STREETLIGHTS WITHIN AVENOR ELECTORAL AREA,dacf,10/24/2012,,,,,Accra Metropolitan Assembly,2012-10-24,,
Accra Metropolitan Assembly,2012,INSTALLATION OF 21NO STREETLIGHTS WITHIN BUBUASHIE ELECTORAL AREA,dacf,10/24/2012,,,,,Accra Metropolitan Assembly,2012-10-24,,
Accra Metropolitan Assembly,2012,INSTALLATION OF 21NO STREETLIGHTS WITHIN BUBUASHIE ELECTORAL AREA,dacf,10/24/2012,,,,,Accra Metropolitan Assembly,2012-10-24,,
Accra Metropolitan Assembly,2012,INSTALLATION OF 21 NO STREETLIGHTS WITHIN MUKOSE ELECTORAL AREA,dacf,10/24/2012,,,,,Accra Metropolitan Assembly,2012-10-24,,
Accra Metropolitan Assembly,2012,INSTALLATION OF 21NO STREETLIGHTS WITHIN GONTE ELECTORAL AREA,dacf,10/24/2012,,,,,Accra Metropolitan Assembly,2012-10-24,,
Accra Metropolitan Assembly,2012,INSTALLATION OF 21NO STREETLIGHTS WITHIN ABENKWA ELECTORAL AREA,dacf,10/24/2012,,,,,Accra Metropolitan Assembly,2012-10-24,,
Accra Metropolitan Assembly,2012,INSTALLATION OF 21NO STREETLIGHTS WITHIN ACHIMOTA ELECTORAL AREA,dacf,10/24/2012,,,,,Accra Metropolitan Assembly,2012-10-24,,
Accra Metropolitan Assembly,2012,INSTALLATION OF 21NO STREETLIGHTS WITHIN ABAFU ELECTORAL AREA,dacf,10/24/2012,,,,,Accra Metropolitan Assembly,2012-10-24,,
Accra Metropolitan Assembly,2012,INSTALLATION OF 21NO STREETLIGHTS WITHIN OLENGELE KOONA ELECTORAL AREA,dacf,10/24/2012,,,,,Accra Metropolitan Assembly,2012-10-24,,
Accra Metropolitan Assembly,2012,INSTALLATION OF 21NO STREETLIGHTS WITHIN ANOHUMA ELECTORAL AREA,dacf,10/24/2012,,,,,Accra Metropolitan Assembly,2012-10-24,,
Accra Metropolitan Assembly,2012,INSTALLATION OF 21NO STREETLIGHTS WITHIN WUOYENMAN ELECTORAL AREA,dacf,10/24/2012,,,,,Accra Metropolitan Assembly,2012-10-24,,
Accra Metropolitan Assembly,2012,INSTALLATION OF 21NO STREETLIGHTS WITHIN GBEMOMO ELECTORAL AREA,dacf,10/24/2012,,,,,Accra Metropolitan Assembly,2012-10-24,,
Accra Metropolitan Assembly,2012,INSTALLATION OF 21 NO STREETLIGHTS WITHIN GBEMOMO ELECTORAL AREA,dacf,10/24/2012,,,,,Accra Metropolitan Assembly,2012-10-24,,
Accra Metropolitan Assembly,2012,INSTALLATION OF 21NO STREETLIGHTS WITHIN ELECTORAL AREA,dacf,10/24/2012,,,,,Accra Metropolitan Assembly,2012-10-24,,
Accra Metropolitan Assembly,2012,INSTALLATION OF 21NO STREETLIGHTS WITHIN ANUMLE ELECTORAL AREA,dacf,10/24/2012,,,,,Accra Metropolitan Assembly,2012-10-24,,
Accra Metropolitan Assembly,2012,INSTALLATION OF 21NO STREETLIGHTS WITHIN BLEMAGOR ELECTORAL AREA,dacf,10/24/2012,,,,,Accra Metropolitan Assembly,2012-10-24,,
Accra Metropolitan Assembly,2012,INSTALLATION OF 21NO STREETLIGHTS WITHIN BURMA CAMP ELECTORAL AREA,dacf,10/24/2012,,,,,Accra Metropolitan Assembly,2012-10-24,,
Accra Metropolitan Assembly,2012,INSTALLATION OF 21NO STREETLIGHTS WITHIN AKO ADJEI ELECTORAL AREA,dacf,10/24/2012,,,,,Accra Metropolitan Assembly,2012-10-24,,
Accra Metropolitan Assembly,2012,INSTALLATION OF 21NO STREETLIGHTS WITHIN LABONE ELECTORAL AREA,dacf,10/24/2012,,,,,Accra Metropolitan Assembly,2012-10-24,,
Accra Metropolitan Assembly,2012,INSTALLATION OF 21NO STREETLIGHTS WITHIN CANTOMENT ELECTORAL AREA,dacf,10/24/2012,,,,,Accra Metropolitan Assembly,2012-10-24,,
Accra Metropolitan Assembly,2012,INSTALLATION OF 21NO STREETLIGHTS WITHIN ADIENBRA ELECTORAL AREA,dacf,10/24/2012,,,,,Accra Metropolitan Assembly,2012-10-24,,
Accra Metropolitan Assembly,2012,INSTALLATION OF 21 NO STREETLIGHTS WITHIN NEW LAKPANAA ELECTORAL AREA,dacf,10/24/2012,,,,,Accra Metropolitan Assembly,2012-10-24,,
Accra Metropolitan Assembly,2012,INSTALLATION OF 21NO STREETLIGHTS WITHIN MANTIASE TSEADDO ELECTORAL AREA,dacf,10/24/2012,,,,,Accra Metropolitan Assembly,2012-10-24,,
Accra Metropolitan Assembly,2012,INSTALLATION OF 21NO STREETLIGHTS WITHIN AAFUM KOWE ABESE ELECTORAL AREA,dacf,10/24/2012,,,,,Accra Metropolitan Assembly,2012-10-24,,
Accra Metropolitan Assembly,2012,INSTALLATION OF 21NO STREETLIGHTS WITHIN NEW KAADJAANO ELECTORAL AREA,dacf,10/24/2012,,,,,Accra Metropolitan Assembly,2012-10-24,,
Accra Metropolitan Assembly,2012,INSTALLATION OF 21NO STREETLIGHTS WITHIN ADOBETOR ELECTORAL AREA,dacf,10/24/2012,,,,,Accra Metropolitan Assembly,2012-10-24,,
Accra Metropolitan Assembly,2012,INSTALLATION OF 21NO STREETLIGHTS WITHIN KINKA ELECTORAL AREA,dacf,10/24/2012,,,,,Accra Metropolitan Assembly,2012-10-24,,
Accra Metropolitan Assembly,2012,INSTALLATION OF 21NO STREETLIGHTS WITHIN NMLITSA GONOO ELECTORAL AREA,dacf,10/24/2012,,,,,Accra Metropolitan Assembly,2012-10-24,,
Accra Metropolitan Assembly,2012,INSTALLATION OF 21NO STREETLIGHTS WITHIN KORLE DUDOR ELECTORAL AREA,dacf,10/24/2012,,,,,Accra Metropolitan Assembly,2012-10-24,,
Accra Metropolitan Assembly,2012,INSTALLATION OF 21NO STREETLIGHTS WITHIN AMAMOMO ELECTORAL AREA,dacf,10/24/2012,,,,,Accra Metropolitan Assembly,2012-10-24,,
Accra Metropolitan Assembly,2012,INSTALLATION OF 21NO STREETLIGHTS WITHIN MUDOR ELECTORAL AREA,dacf,10/24/2012,,,,,Accra Metropolitan Assembly,2012-10-24,,
Accra Metropolitan Assembly,2012,INSTALLATION OF 21NO STREETLIGHTS WITHIN NGLESHIE ELECTORAL AREA,dacf,10/24/2012,,,,,Accra Metropolitan Assembly,2012-10-24,,
Accra Metropolitan Assembly,2012,INSTALLATION OF 21NO STRETLIGHTS WITHIN KORLE WOKON ELECTORAL AREA,dacf,10/24/2012,,,,,Accra Metropolitan Assembly,2012-10-24,,
Accra Metropolitan Assembly,2012,INSTALLATION OF 21NO STREETLIGHTS WITHIN KINKAWE ELECTORAL AREA,dacf,10/24/2012,,,,,Accra Metropolitan Assembly,2012-10-24,,
Accra Metropolitan Assembly,2012,INSTALLATION OF 21NO STREETLIGHTS WITHIN OSU DOKU ELECTORAL AREA,dacf,10/24/2012,,,,,Accra Metropolitan Assembly,2012-10-24,,
Accra Metropolitan Assembly,2012,INSTALLATION OF 21NO STREETLIGHTS WITHIN RINGWAY ESTATE ELECTORAL AREA,dacf,10/24/2012,,,,,Accra Metropolitan Assembly,2012-10-24,,
Accra Metropolitan Assembly,2012,INSTATLLATION OF 21NO STREETLIGHTS WITHIN OSU ALATA ELECTORAL AREA,dacf,10/24/2012,,,,,Accra Metropolitan Assembly,2012-10-24,,
Accra Metropolitan Assembly,2012,INSTALLATION OF 21NO STREETLIGHTS WITHIN ODAWNA SAHARA ELECTORAL AREA,dacf,10/24/2012,,,,,Accra Metropolitan Assembly,2012-10-24,,
Accra Metropolitan Assembly,2012,INSTALLATION OF 21 NO STREETLIGHTS WITHIN ADABRAKA OFFICIAL TOWN ELECTORAL AREA,dacf,10/24/2012,,,,,Accra Metropolitan Assembly,2012-10-24,,
Accra Metropolitan Assembly,2012,INSTALLATION OF 21NO STREETLIGHTS WITHIN TUDU ELECTORAL AREA,dacf,10/24/2012,,,,,Accra Metropolitan Assembly,2012-10-24,,
Accra Metropolitan Assembly,2012,INSTALLATION OF 21NO STREETLIGHTS WITHIN NORTH ADABRAKA ELECTORAL AREA,dacf,10/24/2012,,,,,Accra Metropolitan Assembly,2012-10-24,,
Accra Metropolitan Assembly,2012,INSTALLATION OF 21NO STREEET LIGHTS WITHIN ASYLUM DOWN ELECTORAL AREA,dacf,10/24/2012,,,,,Accra Metropolitan Assembly,2012-10-24,,
Accra Metropolitan Assembly,2012,COLLABORATE WITH THE PRIVATE SECTOR TO DESIGN AND CONSTRUCT MODERN MARKET WITHIN THE METROPOLIS,other/unknown,,,,,,Accra Metropolitan Assembly,,,
Accra Metropolitan Assembly,2012,PAVING AND OTHER WORKS AT OSU MARKET ACCRA OSU,multiple,4/12/2012,,,,,Accra Metropolitan Assembly,2012-04-12,,
Accra Metropolitan Assembly,2012,PAVING PROVISION OF FLOOD LIGHT AND OTHER WORKS AT TUESDAY MARKET ACCRA,multiple,4/12/2012,,,,,Accra Metropolitan Assembly,2012-04-12,,
